0 	482525 	0 	0.001 	7 	5 	1.83691e-05 	0 	0 	0 	0 	0 	
Orbit: itime=4 time steps, time=4e-07 Gyr, -dtime*d_aorb_moon (= 9.04602e+10 m) + -dtime*d_aorb_pl (= -429.591 m) + -dtime*d_aorb_ring (= -0 m) > aorb = 4.8231e+10 m, moon 0 crashes into planet
4.001 	-1e-15 	0 	0.0001 	7 	14403.2 	20.8679 	0 	0 	0 	5.37717e+13 	nan 	
4.002 	-1e-15 	0 	0.0001 	7 	14403.2 	20.8679 	0 	0 	0 	5.37717e+13 	nan 	
4.003 	-1e-15 	0 	0.0001 	7 	14403.2 	20.8679 	0 	0 	0 	5.37717e+13 	nan 	
4.004 	-1e-15 	0 	0.0001 	7 	14403.2 	20.8679 	0 	0 	0 	5.37717e+13 	nan 	
4.005 	-1e-15 	0 	0.0001 	7 	14403.2 	20.8679 	0 	0 	0 	5.37717e+13 	nan 	
4.006 	-1e-15 	0 	0.0001 	7 	14403.2 	20.8679 	0 	0 	0 	5.37717e+13 	nan 	
4.007 	-1e-15 	0 	0.0001 	7 	14403.2 	20.8679 	0 	0 	0 	5.37717e+13 	nan 	
4.008 	-1e-15 	0 	0.0001 	7 	14403.2 	20.8679 	0 	0 	0 	5.37717e+13 	nan 	
4.009 	-1e-15 	0 	0.0001 	7 	14403.2 	20.8679 	0 	0 	0 	5.37717e+13 	nan 	
4.01 	-1e-15 	0 	0.0001 	7 	14403.2 	20.8679 	0 	0 	0 	5.37717e+13 	nan 	
4.011 	-1e-15 	0 	0.0001 	7 	14403.2 	20.8679 	0 	0 	0 	5.37717e+13 	nan 	
4.012 	-1e-15 	0 	0.0001 	7 	14403.2 	20.8679 	0 	0 	0 	5.37717e+13 	nan 	
4.013 	-1e-15 	0 	0.0001 	7 	14403.2 	20.8679 	0 	0 	0 	5.37717e+13 	nan 	
4.014 	-1e-15 	0 	0.0001 	7 	14403.2 	20.8679 	0 	0 	0 	5.37717e+13 	nan 	
4.015 	-1e-15 	0 	0.0001 	7 	14403.2 	20.8679 	0 	0 	0 	5.37717e+13 	nan 	
4.016 	-1e-15 	0 	0.0001 	7 	14403.2 	20.8679 	0 	0 	0 	5.37717e+13 	nan 	
